3767740895357849005,6045,0,0,1
7428087495498352691,9372,1,1,1
7899915850777186059,7229,0,1,1
1690517440260622379,7437,0,1,1
4597611555159426188,9243,2,0,1
6895443703906782665,3524,0,1,1
4542080711723010548,3194,1,1,1
7160018243013657298,0024,0,0,1
3393538038066204164,4528,0,1,1
7449975826336661507,4361,0,1,1
3049785040528622250,1856,1,0,1
8601333444102668817,7547,0,0,1
417390744011557690,1254,0,0,1
4462224299068312023,9424,1,0,1
5342683217711286517,8371,0,2,1
1800200750672793290,6777,0,0,1
3751248111547729498,4008,0,1,1
895585867525079988,7595,1,0,1
3501909575824524819,2338,0,3,1
6874598709473528765,2363,1,0,1
7733867648884621939,7591,1,0,1
5703259318228830703,6233,1,0,1
4656713579905698295,8819,1,1,1
3821987235289383614,7149,0,1,1
8500156772332162753,3641,0,1,1
6771068952541285674,0664,0,0,1
269544949831649429,0912,0,1,1
3749793823272684061,9586,1,1,1
3665101082742049021,1833,2,0,1
8070866547919834898,6825,1,0,1
5237426325235518589,3384,0,3,1
8211458442538208813,1988,0,3,1
8829523514879656119,6400,0,0,1
8232438538800021949,3065,0,1,1
4787778312096334531,5902,0,1,1
3737300442380848652,8236,0,2,1
511920617024733305,0231,0,1,1
4661525884791898638,7474,0,0,1
7660236299092315070,0133,1,0,1
5930662229752695485,3539,0,3,1
8282977082683507737,1950,0,1,1
5821535843906963678,3744,0,1,1
762334964528139007,8548,0,2,1
8058765024042896811,1266,0,0,1
6149019360792760081,7184,0,1,1
2596162570423520477,8532,0,2,1
1238535464200585486,8365,0,2,1
7254532913858628183,8003,1,1,1
5269227676307180231,3875,1,1,1
6360245999336834185,6513,1,0,1
6598011976781876351,8265,0,1,1
1239513910906670946,6847,1,0,1
1152284743404111279,3047,0,1,1
131736729999068929,2567,0,0,1
3207356947636176579,1442,0,0,1
7135896453878205892,9068,1,1,1
8970451208116325248,3669,0,2,1
3261992478815240536,4600,0,0,1
4321095274957260757,0047,0,0,1
7040150984650081870,9835,2,1,1
4595427856547202103,8855,1,0,1
8902959075881865042,1416,0,0,1
8070570436107649366,0736,0,1,1
6765550175828853484,9458,1,1,1
893797159143885339,2801,1,0,1
8066224188267253698,6604,0,0,1
8151723096551344360,1838,1,1,1
2473853039018132916,5223,1,0,1
7399676920162240936,3478,0,2,1
9211123344645245720,8080,0,2,1
1664250892100257926,0715,0,0,1
3815095170850439299,7168,0,1,1
4439585108765459919,0715,0,0,1
3399882335381897513,0752,0,0,1
2192295511214803006,3001,0,1,1
5654582886892653812,1223,1,0,1
2879559604029113093,5732,0,1,1
6224725744765060478,4978,0,2,1
4612610141305389300,7528,0,1,1
2420233111129312884,2397,1,1,1
7373842575874476992,0945,0,1,1
4484077225586020109,0785,0,1,1
8562690280772748672,5711,0,0,1
5900404738116045493,7550,0,0,1
3898999262024912370,0431,0,1,1
7883850178793393546,0558,0,1,1
2511864269618364743,8976,0,2,1
3085748066183040750,9507,1,0,1
8437236018757780608,1154,0,0,1
6121464064780814126,7869,1,1,1
6746142623325834046,8092,1,1,1
539950069004190331,3301,0,2,1
5981030088077296613,5260,0,0,1
2653420435641092929,0266,0,0,1
64788603492975408,8645,0,1,1
4912775792622978953,8016,0,1,1
4449272512833144528,3141,0,1,1
8152545833499838848,9424,1,0,1
7853043941350132070,8034,0,2,1
6384913148595752870,1972,0,1,1
9128339951346929185,4496,1,0,1
5993955991263726592,4252,0,0,1
4884753540587801804,8822,1,0,1
739910362379800563,7667,0,0,1
4896654876557987779,5274,0,0,1
1784913214642603177,2179,0,1,1
4980964570526861568,9857,2,0,1
2449681396563200701,3189,0,3,1
2678259734648475050,6914,0,1,1
6387180625227170814,2823,2,0,1
1677581996843681951,8401,0,1,1
9025486642533124227,7525,0,0,1
3856422396600469582,3081,0,2,1
8524536153882903041,9791,2,0,1
1279888589792430555,2196,1,0,1
1590694407051233521,6759,0,1,1
3908076245869937699,8485,0,2,1
6317983646516136396,9818,2,0,1
5755295903475190931,7830,1,1,1
8530612748137089258,4678,0,1,1
1242413915866483551,2864,1,0,1
4629179648660754264,8231,0,2,1
8056817339778482293,3678,0,2,1
5121957783343288180,7085,0,1,1
7673988318739777849,3836,1,2,1
39359662296485692,3170,0,1,1
8546724512935854270,4780,0,1,1
802919262277880137,2867,1,0,1
5425445721921242881,5012,0,0,1
2665038170221530134,3085,0,2,1
7980636084873744160,0719,0,1,1
1636855537896538785,0209,0,1,1
7454112653557059028,6244,0,0,1
7798142168608096422,8122,0,1,1
737721740722654701,5037,0,1,1
6452023088721054249,8327,0,2,1
569093329352347062,3438,0,3,1
1831720961883390693,3459,0,2,1
8385705322846701133,1184,0,1,1
5026668837441326195,0870,1,0,1
7968129718508538765,9392,2,1,1
9170892704222169214,7576,0,0,1
8543936567826861332,7674,0,0,1
2375603449985253750,0168,0,1,1
8118807069391012051,9566,1,0,1
3466849211763672198,0294,1,0,1
1504522742275195520,4685,0,1,1
361848555135976785,0442,0,0,1
427054506955066488,2703,1,0,1
2766532426146923736,0926,0,1,1
3278146659835856230,7841,1,0,1
1992948963207236656,0631,0,1,1
8169532775760806952,9285,1,1,1
7028561126062902138,8999,1,1,1
7496144033459028972,1938,0,3,1
43779217336585113,7404,0,0,1
2593849680461909799,2918,0,2,1
3898433511537069330,7866,1,0,1
3962410422225817011,1580,0,1,1
5424151835355596818,7576,0,0,1
3933732872411039087,2841,1,0,1
7535576547215820013,6614,0,0,1
4127289456542174809,4832,1,1,1
4620646586884050455,7625,0,0,1
8067625994202270522,9993,3,0,1
5374801946649904686,5125,0,0,1
3655773015616015184,6046,0,0,1
6542201171879938068,5093,2,0,1
4283511516688567642,5672,0,0,1
244684195011645248,7929,0,2,1
4392223386322485401,7459,0,1,1
2053732304888154742,6537,0,1,1
6436154401001327177,1023,1,0,1
3094075890678779554,6682,0,1,1
1291061142460121815,9446,1,0,1
5790142449387521015,6844,1,0,1
4576077079520365851,0115,0,0,1
2844314338797177667,2479,0,1,1
4403826736884040494,4378,0,2,1
8836427903047188667,0912,0,1,1
5439398532018620671,4092,1,0,1
3268775052764006559,6812,1,0,1
7897141986612168632,2256,0,0,1
4359378237767632433,7715,0,0,1
4140950462874601760,5082,0,1,1
2323962307605907785,8717,0,1,1
2948973385829531919,9073,2,0,1
4141429393039314363,2195,1,0,1
7685658159817836009,3678,0,2,1
6834774913042432282,2601,0,0,1
2929587008319802071,2762,0,0,1
2878094847808916381,4838,1,1,1
6503495068430451913,3126,0,1,1
5846178696220592691,8757,0,1,1
1282149681055812805,6776,0,0,1
2155136905618083471,8863,2,0,1
7266738138141704622,7596,1,0,1
5140320832718587594,6009,0,1,1
5084899831613375976,2209,0,1,1
6654797745279160199,1362,0,1,1
7394309974118451489,0409,0,1,1
8151280705830013174,5998,1,1,1
285105227264642972,4316,0,1,1
4774445254846008327,8232,0,2,1
8161443042317452184,3692,1,1,1
4288799551957257919,4209,0,1,1
8758897904034661312,9923,2,0,1
3963951351686188650,9050,1,0,1
4470670060325850244,8285,0,2,1
5399934168998232315,2481,0,1,1
7573708851032835736,9939,1,1,1
4092439303461620192,1553,1,0,1
8470796819676614653,5919,0,2,1
3372838431691656554,0816,1,0,1
2183855611765410010,3103,1,0,1
6076586557797909592,8770,0,1,1
3654536136086145257,9919,1,0,1
7418103805113879043,5354,0,1,1
842917320446921142,7614,0,0,1
5681562185436906444,9705,1,0,1
2593180559636189061,2666,0,0,1
3963733367418276273,5231,0,1,1
3232667228509850612,8415,0,1,1
7849080752537747874,6654,0,0,1
8839900694426569357,8078,0,2,1
999540797477372597,0013,1,0,1
6864770861145277359,3180,0,2,1
8376063651633907589,4472,0,0,1
7139444199539819143,3415,0,1,1
5000540115850776193,9978,1,1,1
8860589360749301183,5357,0,1,1
1971287042307214487,5902,0,1,1
2558621172273792865,2968,0,2,1
6555636418021048658,5979,0,2,1
8064491223903062669,4383,1,1,1
2057960096474613477,9672,1,0,1
8112725023003528909,6414,0,0,1
2518961123193274500,8059,0,2,1
1452122697144223365,6420,0,0,1
2199739959122805895,8466,0,1,1
7347951851648926554,6317,0,1,1
3748196329642740022,4897,2,0,1
8019201581101433169,2913,1,1,1
6149185603582313424,0318,0,2,1
2155980918017966315,4837,1,1,1
3829849235158092133,7391,1,1,1
3679867503209302319,9662,1,0,1
4632689148577531316,3948,0,3,1
5958846830647002793,8092,1,1,1
3832213960261583841,0865,1,0,1
7178602537217836806,6282,0,1,1
2852675231294179793,1109,0,1,1
6139953885125559849,2633,1,0,1
3568796389141987777,2553,1,0,1
539481214249356662,8358,0,3,1
